efo_id,disease_name,us_patients,us_prevalence_per_100k,source,as_of
MONDO_0016564,Progressive supranuclear palsy-progressive non-fluent aphasia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0016563,Progressive supranuclear palsy-corticobasal syndrome,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0016562,Progressive supranuclear palsy-pure akinesia with gait freezing syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0013118,Nijmegen breakage syndrome-like disorder,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_331226,Susceptibility to infection due to TYK2 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012930,Severe congenital neutropenia due to G6PC3 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013423,Immunodeficiency due to MASP-2 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013467,Immunodeficiency due to ficolin3 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011086,Severe combined immunodeficiency due to complete RAG1/2 deficiency,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
Orphanet_330064,Chronic actinic dermatitis,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
Orphanet_330001,Wild type ATTR amyloidosis,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Worldwide)",2025
Orphanet_329977,Classic neuroendocrine tumor of appendix,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, Worldwide)",2025
MONDO_0018017,Goblet cell carcinoma,166,0.05,"Orphanet Annual incidence (<1 / 1 000 000, Worldwide)",2025
Orphanet_330012,High altitude pulmonary edema,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
Orphanet_330015,Lead poisoning,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
EFO_1001810,Mercury poisoning,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0018021,Hypotrichosis-deafness syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_330058,Hydroa vacciniforme,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0013726,DNM1L-related encephalopathy due to mitochondrial and peroxisomal fission defect,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013116,Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018007,Mosaic genome-wide paternal uniparental disomy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013169,5p13 microduplication syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_329883,Non-hypoproteinemic hypertrophic gastropathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018005,Spastic paraplegia-Paget disease of bone syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012725,Lipoprotein glomerulopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018006,Adult-onset distal myopathy due to VCP mutation,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018014,Transient neonatal multiple acyl-CoA dehydrogenase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018013,C3 glomerulopathy,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, Europe)",2025
MONDO_0017999,Fatty acid hydroxylase-associated neurodegeneration,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018000,Thrombocythemia with distal limb defects,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010476,Beta-propeller protein-associated neurodegeneration,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014028,Distal arthrogryposis type 5D,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014033,"Autosomal dominant focal dystonia, DYT25 type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012462,Autosomal recessive frontotemporal pachygyria,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013735,Microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014043,Microcephalic primordial dwarfism due to ZNF335 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014006,Schuurs-Hoeijmakers syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_329217,Cerebral sinovenous thrombosis,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, Europe)",2025
Orphanet_329211,Autosomal dominant neovascular inflammatory vitreoretinopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014224,Developmental delay with autism spectrum disorder and gait instability,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014401,Tall stature-long halluces-multiple extra-epiphyses syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014023,Congenital muscular dystrophy with intellectual disability and severe epilepsy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014012,Autosomal dominant Charcot-Marie-Tooth disease type 2Q,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017994,Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014375,Congenital chronic diarrhea with protein-losing enteropathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010475,X-linked central congenital hypothyroidism with late-onset testicular enlargement,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017992,Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012897,Congenital factor XI deficiency,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0007931,Best vitelliform macular dystrophy,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0017967,Testicular agenesis,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0017968,"46,XY ovotesticular difference of sex development",16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0009813,Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Worldwide)",2025
Orphanet_324972,MAGIC syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009726,Proteasome-associated autoinflammatory syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017948,ABetaA21G amyloidosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017947,"ABeta amyloidosis, Italian type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012885,SRD5A3-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017949,"ABeta amyloidosis, Arctic type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_324636,Autoerythrocyte sensitization syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017946,"ABeta amyloidosis, Iowa type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017945,ABetaL34V amyloidosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_324632,Hendra virus infection,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_324625,Chikungunya,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, Europe)",2025
MONDO_0800028,Familial dyskinesia and facial myokymia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017936,Benign Samaritan congenital myopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017937,Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013990,Pontocerebellar hypoplasia type 8,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017935,Hyperinsulinism due to HNF1A deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017934,Aphonia-deafness-retinal dystrophy-bifid halluces-intellectual disability syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014227,Hypopigmentation-punctate palmoplantar keratoderma syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013944,Autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013969,Combined oxidative phosphorylation defect type 11,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017933,Hypertrophic cardiomyopathy with kidney anomalies due to mitochondrial DNA mutation,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007646,Autosomal recessive axonal neuropathy with neuromyotonia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017932,Muscular hypertrophy-hepatomegaly-polyhydramnios syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010472,ALG13-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010473,X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017931,Hereditary inclusion body myopathy type 4,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017930,Mixed sclerosing bone dystrophy with extra-skeletal manifestations,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013960,Sinoatrial node dysfunction and deafness,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017928,9p13 microdeletion syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017927,Severe lateral tibial bowing-short stature-mild winged scapula-mild facial dysmorphism syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_324299,Multiple paragangliomas associated with polycythemia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017925,T-cell immunodeficiency with epidermodysplasia verruciformis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014717,PRDM8-related progressive myoclonus epilepsy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013905,Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017917,MT-ATP6-related mitochondrial spastic paraplegia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013239,Autosomal dominant spastic paraplegia type 41,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014024,Autosomal recessive spastic paraplegia type 43,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013132,Autosomal dominant spastic paraplegia type 36,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014018,Autosomal recessive spastic paraplegia type 54,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014020,Autosomal recessive spastic paraplegia type 55,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013737,Autosomal recessive spastic paraplegia type 46,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014016,Hereditary sensory and autonomic neuropathy due to TECPR2 mutation,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013179,Autosomal recessive spastic paraplegia type 44,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013165,Autosomal recessive spastic paraplegia type 45,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014015,Autosomal recessive spastic paraplegia type 56,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012297,Spastic paraplegia-optic atrophy-neuropathy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_319547,Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013986,Combined oxidative phosphorylation defect type 14,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013987,Combined oxidative phosphorylation defect type 15,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013811,Combined oxidative phosphorylation defect type 9,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013977,Combined oxidative phosphorylation defect type 13,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_319589,Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_319595,Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_319574,Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_319581,Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_319563,Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_319569,Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_319552,Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_319558,Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013456,Constitutional megaloblastic anemia with severe neurologic disease,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013968,PGM1-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011957,Retinal macular dystrophy type 2,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017906,Amyloidosis cutis dyschromia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_319605,X-linked mendelian susceptibility to mycobacterial diseases,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_319600,Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013840,Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013922,"Microcephalic primordial dwarfism, Dauber type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014031,Alazami syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0000349,Clear cell renal carcinoma,16650,5.0,"Orphanet Annual incidence (1-9 / 100 000, Europe)",2025
Orphanet_319251,Rift valley fever,166,0.05,"Orphanet Annual incidence (<1 / 1 000 000, Europe)",2025
EFO_1000314,Renal medullary carcinoma,166,0.05,"Orphanet Annual incidence (<1 / 1 000 000, Europe)",2025
EFO_0000640,Papillary renal cell carcinoma,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, Europe)",2025
EFO_0000335,Chromophobe renal cell carcinoma,166,0.05,"Orphanet Annual incidence (<1 / 1 000 000, Europe)",2025
MONDO_0017892,Autosomal recessive myogenic arthrogryposis multiplex congenita,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_319340,Carney complex-trismus-pseudocamptodactyly syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013570,Combined oxidative phosphorylation defect type 8,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_319213,Lujo hemorrhagic fever,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017869,Chondroectodermal dysplasia with night blindness,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013962,Autosomal recessive spastic paraplegia type 53,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0007243,Ebola hemorrhagic fever,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0013890,Congenital myopathy with internal nuclei and atypical cores,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017867,Distal 17p13.1 microdeletion syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013981,Familial cortical myoclonus,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017868,Diencephalic-mesencephalic junction dysplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011518,Wiedemann-Steiner syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013007,Combined immunodeficiency due to ORAI1 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014423,Severe combined immunodeficiency due to DNA-PKcs deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013008,Combined immunodeficiency due to STIM1 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0014810,Common variable immunodeficiency phenotype due to IKAROS functional haploinsufficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010455,XMEN,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017840,"Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form",16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0017839,"Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form",16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0011995,Cataract-congenital heart disease-neural tube defect syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010404,X-linked non progressive cerebellar ataxia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017831,Mild Canavan disease,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0017816,Primary systemic amyloidosis,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
MONDO_0017813,Cerebrofacioarticular syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013870,TMEM165-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013934,Combined immunodeficiency due to STK4 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017810,Variant ABeta2M amyloidosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013886,Non-progressive cerebellar ataxia with intellectual disability,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017812,Segmental progressive overgrowth syndrome with fibroadipose hyperplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017811,Severe neonatal hypotonia-seizures-encephalopathy syndrome due to 5q31.3 microdeletion,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013866,CLN11 disease,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017808,Duplication of the pituitary gland,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013865,Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017809,CLN12 disease,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014403,Short stature due to GHSR deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017829,Autosomal dominant proximal renal tubular acidosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017818,Lethal arteriopathy syndrome due to fibulin-4 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017819,Atypical dentin dysplasia due to SMOC2 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018268,Medich giant platelet syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012895,"Primary dystonia, DYT17 type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018264,Oculocutaneous albinism type 6,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014127,Oculocutaneous albinism type 5,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_1000431,Small cell carcinoma of the ovary,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_370334,Extraskeletal Ewing sarcoma,166,0.05,"Orphanet Annual incidence (<1 / 1 000 000, Austria)",2025
MONDO_0018269,White platelet syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_370046,Didymosis aplasticosebacea,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_370039,Angora hair nevus,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014419,Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018254,"Spondyloepimetaphyseal dysplasia, Isidor-Toutain type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0024568,Acute infantile liver failure-multisystemic involvement syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013847,Proximal 16p11.2 microduplication syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_370052,SCALP syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018281,Congenital muscular dystrophy with hyperlaxity,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014683,Muscle-eye-brain disease with bilateral multicystic leucodystrophy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014270,STT3A-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014271,STT3B-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010490,SSR4-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018273,XYLT1-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014248,Autism spectrum disorder-epilepsy-arthrogryposis syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014200,Primary hyperaldosteronism-seizures-neurological abnormalities syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014351,Pontocerebellar hypoplasia type 9,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018247,CADDS,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010334,Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013925,"Methylmalonic acidemia with homocystinuria, type cblJ",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018248,Intellectual disability-seizures-macrocephaly-obesity syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014195,Microcornea-myopic chorioretinal atrophy-telecanthus syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010657,"Methylmalonic acidemia with homocystinuria, type cblX",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018249,Finger hyperphalangy-toe anomalies-severe pectus excavatum syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014218,Severe dermatitis-multiple allergies-metabolic wasting syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018253,Intellectual disability-facial dysmorphism-hand anomalies syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014165,Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014144,TRAPPC11-related limb-girdle muscular dystrophy R18,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
